ticker,source,trust,snapshot_date,downloaded_at,contract_symbol,contract_label,option_type,expiration,dte,strike,underlying_price,moneyness,bid,ask,mid,last,volume,open_interest,implied_volatility,iv,iv_rank,iv_percentile,delta,gamma,theta,vega,rho,itm_probability,otm_probability,profit_probability,spread,spread_pct_of_mid,entry_premium_mid,entry_premium_ask,entry_premium_realistic,entry_premium_selected,entry_price_mode,exit_premium_conservative,breakeven_mid,breakeven_ask,barchart_be_bid,barchart_be_ask,barchart_be_mid,moneyness_decimal,moneyness_bucket,links,quality_flags,liquidity_bucket,model_eligible
GPRE,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T07:59:00 CDT,,3C Jan-28,call,2028-01-21,627,3.0,18.07,0.8340000000000001,13.0,18.0,15.5,0.0,0,96,1.2885,1.2885,0.3567,0.51,0.960792,0.002103,-0.001027,0.013547,0.017444,0.8562000000000001,0.1438,0.5287,5.0,0.3225806451612903,15.5,18.0,16.75,15.5,mid,13.0,18.5,21.0,16.0,21.0,18.5,0.8340000000000001,deep_itm,,zero_volume;latest_zero;stale_last;wide_spread,thin,True
GPRE,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T07:59:00 CDT,,5C Jan-28,call,2028-01-21,627,5.0,18.07,0.7232999999999999,11.5,16.0,13.75,11.56,0,1,1.0103,1.0103,0.3567,0.51,0.935423,0.00436,-0.001463,0.02279,0.033225,0.8340000000000001,0.166,0.5274,4.5,0.32727272727272727,13.75,16.0,14.875,13.75,mid,11.5,18.75,21.0,16.5,21.0,18.75,0.7232999999999999,deep_itm,,zero_volume;wide_spread,thin,True
GPRE,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T07:59:00 CDT,,7C Jan-28,call,2028-01-21,627,7.0,18.07,0.6126,10.0,15.0,12.5,9.82,0,132,0.98,0.98,0.3567,0.51,0.899314,0.006586,-0.002285,0.034373,0.045961,0.7698,0.2302,0.519,5.0,0.4,12.5,15.0,13.75,12.5,mid,10.0,19.5,22.0,17.0,22.0,19.5,0.6126,deep_itm,,zero_volume;wide_spread,thin,True
GPRE,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T07:59:00 CDT,,10C Jan-28,call,2028-01-21,627,10.0,18.07,0.44659999999999994,8.0,12.5,10.25,8.7,0,2,0.8138,0.8138,0.3567,0.51,0.843711,0.011247,-0.002888,0.049705,0.065859,0.7105,0.2895,0.5015,4.5,0.43902439024390244,10.25,12.5,11.375,10.25,mid,8.0,20.25,22.5,18.0,22.5,20.25,0.44659999999999994,deep_itm,,zero_volume;wide_spread,thin,True
GPRE,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T07:59:00 CDT,,12C Jan-28,call,2028-01-21,627,12.0,18.07,0.33590000000000003,7.0,12.0,9.5,6.5,0,50,0.8441,0.8441,0.3567,0.51,0.803605,0.012757,-0.003641,0.058954,0.069509,0.6443000000000001,0.3557,0.4819,5.0,0.5263157894736842,9.5,12.0,10.75,9.5,mid,7.0,21.5,24.0,19.0,24.0,21.5,0.33590000000000003,deep_itm,,zero_volume;very_wide_spread,stale_or_wide,True
GPRE,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T07:59:00 CDT,,15C Jan-28,call,2028-01-21,627,15.0,18.07,0.1699,5.5,10.0,7.75,0.0,0,30,0.7570999999999999,0.7570999999999999,0.3567,0.51,0.735767,0.017138,-0.004069,0.071607,0.079561,0.5744,0.42560000000000003,0.44939999999999997,4.5,0.5806451612903226,7.75,10.0,8.875,7.75,mid,5.5,22.75,25.0,20.5,25.0,22.75,0.1699,itm,,zero_volume;latest_zero;stale_last;very_wide_spread,stale_or_wide,True
GPRE,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T07:59:00 CDT,,17C Jan-28,call,2028-01-21,627,17.0,18.07,0.0592,6.0,9.3,7.65,9.2,18,103,1.0476999999999999,1.0476999999999999,0.3567,0.51,0.747941,0.012007,-0.005444,0.069509,0.063687,0.5177,0.48229999999999995,0.4303,3.3000000000000007,0.4313725490196079,7.65,9.3,8.475000000000001,7.65,mid,6.0,24.65,26.3,23.0,26.3,24.65,0.0592,itm,,wide_spread,thin,True
GPRE,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T07:59:00 CDT,,20C Jan-28,call,2028-01-21,627,20.0,18.07,-0.10679999999999999,4.9,8.5,6.7,8.0,18,80,0.9829000000000001,0.9829000000000001,0.3567,0.51,0.695699,0.014203,-0.005759,0.077413,0.068465,0.4686,0.5314,0.4017,3.5999999999999996,0.5373134328358208,6.7,8.5,7.6,6.7,mid,4.9,26.7,28.5,24.9,28.5,26.7,-0.10679999999999999,otm,,very_wide_spread,stale_or_wide,True
GPRE,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T07:59:00 CDT,,22C Jan-28,call,2028-01-21,627,22.0,18.07,-0.2175,3.3,7.5,5.4,0.0,0,0,0.726,0.726,0.3567,0.51,0.592363,0.021688,-0.004914,0.087645,0.080421,0.4181,0.5819,0.3618,4.2,0.7777777777777778,5.4,7.5,6.45,5.4,mid,3.3,27.4,29.5,25.3,29.5,27.4,-0.2175,otm,,zero_volume;zero_open_interest;latest_zero;stale_last;very_wide_spread,stale_or_wide,True
GPRE,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T07:59:00 CDT,,25C Jan-28,call,2028-01-21,627,25.0,18.07,-0.3835,2.0,7.0,4.5,0.0,0,56,0.6997,0.6997,0.3567,0.51,0.529865,0.023189,-0.004926,0.090519,0.078595,0.3617,0.6383,0.3307,5.0,1.1111111111111112,4.5,7.0,5.75,4.5,mid,2.0,29.5,32.0,27.0,32.0,29.5,-0.3835,deep_otm,,zero_volume;latest_zero;stale_last;very_wide_spread,stale_or_wide,True
