ticker,source,trust,snapshot_date,downloaded_at,contract_symbol,contract_label,option_type,expiration,dte,strike,underlying_price,moneyness,bid,ask,mid,last,volume,open_interest,implied_volatility,iv,iv_rank,iv_percentile,delta,gamma,theta,vega,rho,itm_probability,otm_probability,profit_probability,spread,spread_pct_of_mid,entry_premium_mid,entry_premium_ask,entry_premium_realistic,entry_premium_selected,entry_price_mode,exit_premium_conservative,breakeven_mid,breakeven_ask,barchart_be_bid,barchart_be_ask,barchart_be_mid,moneyness_decimal,moneyness_bucket,links,quality_flags,liquidity_bucket,model_eligible
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,1C Nov-26,call,2026-11-20,200,1.0,15.26,0.9345,13.3,15.7,14.5,0.0,0,0,3.0629000000000004,3.0629000000000004,0.41869999999999996,0.65,0.986208,0.00077,-0.001806,0.002813,0.001994,0.8853,0.11470000000000001,0.5114,2.3999999999999986,0.16551724137931026,14.5,15.7,15.1,14.5,mid,13.3,15.5,16.7,14.3,16.7,15.5,0.9345,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;high_iv,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,2C Nov-26,call,2026-11-20,200,2.0,15.26,0.8689,12.3,14.7,13.5,0.0,0,0,2.1133,2.1133,0.41869999999999996,0.65,0.97757,0.001904,-0.002242,0.004864,0.004942,0.903,0.09699999999999999,0.5166,2.3999999999999986,0.17777777777777767,13.5,14.7,14.1,13.5,mid,12.3,15.5,16.7,14.3,16.7,15.5,0.8689,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;high_iv,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,3C Nov-26,call,2026-11-20,200,3.0,15.26,0.8034,11.3,13.7,12.5,0.0,0,0,1.6544999999999999,1.6544999999999999,0.41869999999999996,0.65,0.970319,0.003204,-0.002373,0.006451,0.007926,0.9079,0.09210000000000002,0.5212,2.3999999999999986,0.1919999999999999,12.5,13.7,13.1,12.5,mid,11.3,15.5,16.7,14.3,16.7,15.5,0.8034,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,4C Nov-26,call,2026-11-20,200,4.0,15.26,0.7379000000000001,10.3,12.7,11.5,0.0,0,0,1.3544999999999998,1.3544999999999998,0.41869999999999996,0.65,0.963078,0.00477,-0.002412,0.007917,0.011244,0.9091,0.0909,0.5257999999999999,2.3999999999999986,0.20869565217391292,11.5,12.7,12.1,11.5,mid,10.3,15.5,16.7,14.3,16.7,15.5,0.7379000000000001,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,5C Nov-26,call,2026-11-20,200,5.0,15.26,0.6723,9.0,12.0,10.5,0.0,0,0,1.1320999999999999,1.1320999999999999,0.41869999999999996,0.65,0.956096,0.006657,-0.002399,0.009285,0.014513,0.9085,0.0915,0.541,3.0,0.2857142857142857,10.5,12.0,11.25,10.5,mid,9.0,15.5,17.0,14.0,17.0,15.5,0.6723,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;wide_spread,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,6C Nov-26,call,2026-11-20,200,6.0,15.26,0.6068,8.4,11.0,9.7,0.0,0,0,1.1216,1.1216,0.41869999999999996,0.65,0.933246,0.009551,-0.003518,0.013375,0.018146,0.8695999999999999,0.1304,0.5279,2.5999999999999996,0.26804123711340205,9.7,11.0,10.35,9.7,mid,8.4,15.7,17.0,14.4,17.0,15.7,0.6068,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;wide_spread,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,7C Nov-26,call,2026-11-20,200,7.0,15.26,0.5413,7.1,10.1,8.6,0.0,0,0,0.8863,0.8863,0.41869999999999996,0.65,0.930573,0.012489,-0.002901,0.013832,0.021968,0.8826,0.1174,0.5479999999999999,3.0,0.3488372093023256,8.6,10.1,9.35,8.6,mid,7.1,15.6,17.1,14.1,17.1,15.6,0.5413,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;wide_spread,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,8C Nov-26,call,2026-11-20,200,8.0,15.26,0.4758,6.2,9.2,7.7,0.0,0,0,0.8133,0.8133,0.41869999999999996,0.65,0.910844,0.016678,-0.003342,0.017025,0.025089,0.8583,0.1417,0.5476,2.999999999999999,0.38961038961038946,7.7,9.2,8.45,7.7,mid,6.2,15.7,17.2,14.2,17.2,15.7,0.4758,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;wide_spread,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,9C Nov-26,call,2026-11-20,200,9.0,15.26,0.4102,5.2,8.3,6.75,0.0,0,0,0.7147,0.7147,0.41869999999999996,0.65,0.891877,0.02193,-0.003456,0.019781,0.029341,0.8409,0.1591,0.5540999999999999,3.1000000000000005,0.4592592592592593,6.75,8.3,7.525,6.75,mid,5.2,15.75,17.3,14.2,17.3,15.75,0.4102,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;wide_spread,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,10C Nov-26,call,2026-11-20,200,10.0,15.26,0.3447,4.8,6.5,5.65,0.0,0,0,0.5534,0.5534,0.41869999999999996,0.65,0.887358,0.029112,-0.002815,0.020377,0.034709,0.8489,0.15109999999999998,0.5297999999999999,1.7000000000000002,0.3008849557522124,5.65,6.5,6.075,5.65,mid,4.8,15.65,16.5,14.8,16.5,15.65,0.3447,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;wide_spread,stale_or_wide,True
