ticker,source,trust,snapshot_date,downloaded_at,contract_symbol,contract_label,option_type,expiration,dte,strike,underlying_price,moneyness,bid,ask,mid,last,volume,open_interest,implied_volatility,iv,iv_rank,iv_percentile,delta,gamma,theta,vega,rho,itm_probability,otm_probability,profit_probability,spread,spread_pct_of_mid,entry_premium_mid,entry_premium_ask,entry_premium_realistic,entry_premium_selected,entry_price_mode,exit_premium_conservative,breakeven_mid,breakeven_ask,barchart_be_bid,barchart_be_ask,barchart_be_mid,moneyness_decimal,moneyness_bucket,links,quality_flags,liquidity_bucket,model_eligible
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,2C Oct-26,call,2026-10-16,165,2.0,15.26,0.8689,12.3,14.7,13.5,0.0,0,0,2.3004,2.3004,0.41869999999999996,0.65,0.978262,0.001909,-0.002733,0.004414,0.00425,0.9056000000000001,0.0944,0.5168,2.3999999999999986,0.17777777777777767,13.5,14.7,14.1,13.5,mid,12.3,15.5,16.7,14.3,16.7,15.5,0.8689,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;high_iv,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,3C Oct-26,call,2026-10-16,165,3.0,15.26,0.8034,11.3,13.7,12.5,0.0,0,0,1.8036,1.8036,0.41869999999999996,0.65,0.971013,0.003209,-0.002888,0.005859,0.006823,0.9101,0.08990000000000001,0.5214,2.3999999999999986,0.1919999999999999,12.5,13.7,13.1,12.5,mid,11.3,15.5,16.7,14.3,16.7,15.5,0.8034,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,4C Oct-26,call,2026-10-16,165,4.0,15.26,0.7379000000000001,10.3,12.7,11.5,0.0,0,0,1.4784,1.4784,0.41869999999999996,0.65,0.964113,0.004759,-0.002928,0.007159,0.009522,0.9109999999999999,0.08900000000000001,0.5261,2.3999999999999986,0.20869565217391292,11.5,12.7,12.1,11.5,mid,10.3,15.5,16.7,14.3,16.7,15.5,0.7379000000000001,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,5C Oct-26,call,2026-10-16,165,5.0,15.26,0.6723,9.3,11.3,10.3,0.0,0,0,0.9129,0.9129,0.41869999999999996,0.65,0.98217,0.004146,-0.000888,0.003721,0.009504,0.9655,0.0345,0.5422,2.0,0.1941747572815534,10.3,11.3,10.8,10.3,mid,9.3,15.3,16.3,14.3,16.3,15.3,0.6723,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,6C Oct-26,call,2026-10-16,165,6.0,15.26,0.6068,8.6,11.3,9.95,0.0,0,0,1.4198,1.4198,0.41869999999999996,0.65,0.923072,0.009442,-0.005713,0.013888,0.014147,0.8359000000000001,0.1641,0.5185,2.700000000000001,0.2713567839195981,9.95,11.3,10.625,9.95,mid,8.6,15.95,17.3,14.6,17.3,15.95,0.6068,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;wide_spread,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,7C Oct-26,call,2026-10-16,165,7.0,15.26,0.5413,7.5,10.0,8.75,0.0,0,0,1.0832,1.0832,0.41869999999999996,0.65,0.920431,0.01272,-0.004501,0.014276,0.017705,0.8576999999999999,0.1423,0.528,2.5,0.2857142857142857,8.75,10.0,9.375,8.75,mid,7.5,15.75,17.0,14.5,17.0,15.75,0.5413,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;wide_spread,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,8C Oct-26,call,2026-10-16,165,8.0,15.26,0.4758,6.1,9.4,7.75,0.0,0,1,0.9247,0.9247,0.41869999999999996,0.65,0.907315,0.016738,-0.004373,0.016103,0.021152,0.8504999999999999,0.1495,0.5506,3.3000000000000007,0.4258064516129033,7.75,9.4,8.575,7.75,mid,6.1,15.75,17.4,14.1,17.4,15.75,0.4758,deep_itm,,zero_volume;latest_zero;stale_last;wide_spread,thin,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,9C Oct-26,call,2026-10-16,165,9.0,15.26,0.4102,5.6,8.1,6.85,0.0,0,0,0.8395,0.8395,0.41869999999999996,0.65,0.884363,0.021808,-0.004765,0.019103,0.023909,0.8251999999999999,0.1748,0.5312,2.5,0.36496350364963503,6.85,8.1,7.475,6.85,mid,5.6,15.85,17.1,14.6,17.1,15.85,0.4102,deep_itm,,zero_volume;zero_open_interest;latest_zero;stale_last;wide_spread,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,10C Oct-26,call,2026-10-16,165,10.0,15.26,0.3447,4.8,6.7,5.75,2.54,0,0,0.6613,0.6613,0.41869999999999996,0.65,0.875981,0.029108,-0.00401,0.02012,0.027645,0.8291,0.1709,0.5274,1.9000000000000004,0.3304347826086957,5.75,6.7,6.225,5.75,mid,4.8,15.75,16.7,14.8,16.7,15.75,0.3447,deep_itm,,zero_volume;zero_open_interest;wide_spread,stale_or_wide,True
PBI,barchart_options_screener,manually_downloaded_barchart,2026-05-05,2026-05-05T08:01:00 CDT,,12C Oct-26,call,2026-10-16,165,12.0,15.26,0.21359999999999998,3.3,4.5,3.9,4.3,0,119,0.49920000000000003,0.49920000000000003,0.41869999999999996,0.65,0.809236,0.051635,-0.004178,0.027078,0.034088,0.763,0.237,0.49689999999999995,1.2000000000000002,0.30769230769230776,3.9,4.5,4.2,3.9,mid,3.3,15.9,16.5,15.3,16.5,15.9,0.21359999999999998,itm,,zero_volume;wide_spread,thin,True
